store,websites,Parent,sku,attribute_set,type,description,tab_sizing,qty
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2142BLU,SH2142BLUS,Default,simple,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2142BLU,SH2142BLUM,Default,simple,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2142BLU,SH2142BLUL,Default,simple,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2142BLU,SH2142BLUXL,Default,simple,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2142BLU,SH2142BLU,Default,configurable,"Light blue net anarkali adorned with pearls, sequins, beige thread embroidery and gota border. It comes with a lycra churidar and net dupatta.<ul><li>Color: Light Blue</li><li>Made to Color Option: Baby Pink</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176MAR,SH2176MARS,Default,simple,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176MAR,SH2176MARM,Default,simple,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176MAR,SH2176MARL,Default,simple,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176MAR,SH2176MARXL,Default,simple,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176MAR,SH2176MAR,Default,configurable,"Maroon net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Maroon</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BLA,SH2176BLAS,Default,simple,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BLA,SH2176BLAM,Default,simple,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BLA,SH2176BLAL,Default,simple,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BLA,SH2176BLAXL,Default,simple,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BLA,SH2176BLA,Default,configurable,"Black net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Black</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BEI,SH2176BEIS,Default,simple,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BEI,SH2176BEIM,Default,simple,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BEI,SH2176BEIL,Default,simple,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BEI,SH2176BEIXL,Default,simple,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2176BEI,SH2176BEI,Default,configurable,"Beige net anarkali adorned with beige thread and metallic embroidery, shimmering yoke with gota and antique work. It comes with a lycra churidar and net dupatta.<ul><li>Color: Beige</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2243PIN,SH2243PINS,Default,simple,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2243PIN,SH2243PINM,Default,simple,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2243PIN,SH2243PINL,Default,simple,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2243PIN,SH2243PINXL,Default,simple,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2243PIN,SH2243PIN,Default,configurable,"Pink and beige shaded net gown with neon pink thread embroidery, metallic work and stone-studded bodice jacket. It comes with chantilly lace lining.<ul><li>Color: Pink, Beige</li><li>Made to Color Option: Yellow, Beige</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2244YEL,SH2244YELS,Default,simple,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2244YEL,SH2244YELM,Default,simple,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2244YEL,SH2244YELL,Default,simple,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2244YEL,SH2244YELXL,Default,simple,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2244YEL,SH2244YEL,Default,configurable,"Yellow net jacket adorned with gota handwork. It comes with a net dupatta and satin lycra, net pants.<ul><li>Color: Yellow</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Jacket & Dupatta: Net, Pants: Satin Lycra, Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2264BEI,SH2264BEIS,Default,simple,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2264BEI,SH2264BEIM,Default,simple,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2264BEI,SH2264BEIL,Default,simple,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2264BEI,SH2264BEIXL,Default,simple,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2264BEI,SH2264BEI,Default,configurable,"Beige thread-embroidered anarkali with golden sequinned inner, blue velvet yoke with gota and metallic embroidered belt. It includes a lycra churidar and net dupatta with velvet border and sequins.<ul><li>Color: Beige, Blue, Golden</li><li>Made to Color Option: Beige, Maroon</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali: Velvet Yoke, Net Embroidery, Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2269PIN,SH2269PINS,Default,simple,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2269PIN,SH2269PINM,Default,simple,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2269PIN,SH2269PINL,Default,simple,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2269PIN,SH2269PINXL,Default,simple,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2269PIN,SH2269PIN,Default,configurable,"Pink one-shoulder net gown adorned with metallic embroidery and gemstones.<ul><li>Color: Pink</li><li>Made to Color Option: Light Peach, Bottle Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Net</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2271ORA,SH2271ORAS,Default,simple,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2271ORA,SH2271ORAM,Default,simple,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2271ORA,SH2271ORAL,Default,simple,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2271ORA,SH2271ORAXL,Default,simple,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2271ORA,SH2271ORA,Default,configurable,"Orange net anarkali with gota work. It comes with a matching lycra churidar and net dupatta.<ul><li>Color: Orange</li><li>Made to Color Option: </li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Anarkali & Dupatta: Net, Churidar: Lycra</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></ul>","B-38, W-32, H-40-42",0
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2268BLU,SH2268BLUS,Default,simple,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgete dupatta.<ul><li>Color: Blue</li><li>Made to Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></u","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2268BLU,SH2268BLUM,Default,simple,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgete dupatta.<ul><li>Color: Blue</li><li>Made to Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></u","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2268BLU,SH2268BLUL,Default,simple,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgete dupatta.<ul><li>Color: Blue</li><li>Made to Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></u","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2268BLU,SH2268BLUXL,Default,simple,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgete dupatta.<ul><li>Color: Blue</li><li>Made to Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></u","B-38, W-32, H-40-42",5
"store_us,store_in,global_m_sv,india_m_sv","app_us,app_in,store_stage,global_m_web,india_m_web",SH2268BLU,SH2268BLU,Default,configurable,"Blue dupion silk shirt with sequins and metallic embroidery. It comes with a matching dupion silk pants and georgete dupatta.<ul><li>Color: Blue</li><li>Made to Color Option: Parrot Green</li><li>Measurements: B-38, W-32, H-40-42</li><li>Material(s): Shirt & Pants: Dupion Silk, Dupatta: Georgette</li><li>Care: Dry Clean Only</li><li>Weight (GRAMS): NA</li></u","B-38, W-32, H-40-42",0
